id,Gender.self,Year.self,Born.self,Hukou.self,Live.self,Marriage.self,Height.self,Weight.self,Looking.self,Personality.self,Edu.self,Eduno.self,top.self,Abroad.self,Major.self,Job.self,Salary.self,Apt.self,Family.self,Hobby.self,Other.self,interesting.self,Gender.wanted,Year.max.wanted,Year.min.wanted,Year.text.wanted,Hukou.wanted,Live.wanted,Marriage.wanted,Height.min.wanted,Looking.wanted,Personality.wanted,Hobby.wanted,Edu.min.wanted,Edu.min.n.wanted,Job.wanted,Salary.min.wanted,Apt.wanted,Family.wanted,Other.wanted,interesting.wanted,Similar.wanted
91,女性,1981,山东,没有上海户口,N,N,1.76,N,N,N,研究生,5,N,N,N,建筑设计师,N,N,N,N,高级职称,N,男性,N,N,N,N,N,N,N,N,尚沟通、有担当、上进心强、责任心强,N,本科,4,N,N,N,N,N,尚沟通,N
92,女性,1985,湖北,没有上海户口,N,N,1.62,N,N,N,本科,4,N,N,N,景观设计师,120000,N,N,N,N,N,男性,N,N,N,N,N,N,1.75,N,性格稍微外向,N,本科,4,N,N,N,N,N,稍微外向,N
93,女性,1985,N,N,N,N,1.67,N,淑女型,温柔善良,本科,4,N,N,N,工程造价师,N,有房,父母已退休,N,备有婚房,N,男性,1985,N,1985年后出生,N,N,N,N,身材般配,N,N,本科,4,N,N,N,N,N,身材般配,N
94,男性,1982,成都,没有上海户口,N,N,1.64,N,N,N,研究生,5,重点大学毕业,N,N,软件工程师,N,N,N,N,N,N,女性,1977,N,1977年后出生,N,N,N,N,相貌端正,诚实有才,N,N,N,N,N,N,N,身体健康,身体健康,N
95,女性,1986,N,N,N,单身,1.69,N,N,传统、文静,本科,4,N,N,N,设计,200000,N,N,N,N,N,男性,N,N,N,N,N,N,1.7,N,人品好,无不良嗜好,N,N,N,N,N,N,身体健康,身体健康,N
96,女性,1955,上海,N,N,离异,1.58,N,气质佳,温柔、善良、勤劳、持家、随和,N,N,N,N,N,N,N,N,N,N,N,勤劳善良,男性,1950,1960,1950年到1960年间出生,N,N,N,N,N,善良、有责任心,无不良嗜好,N,N,稳定工作,N,有婚房,N,生活简单。真心相互关心照顾,生活简单,N
97,女性,1990,湖南长沙,有上海户口,N,N,1.67,N,长相佳,有爱心,研究生,5,重点大学毕业,N,N,金融事业单位,N,N,父母国企退休,爱好运动,独生女,有爱心,男性,N,1990,1990年前出生,N,N,N,N,N,有较强事业心、责任心,N,N,N,N,N,N,N,家境、教育背景相当。家教良好。身体健康,事业心较强,N
98,女性,1983,江苏海门,有上海户口,N,单身,1.61,N,N,N,本科,4,重点大学毕业,N,N,外企,120000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当（学历，收入）,收入相当,Y
99,男性,1987,N,N,上海,单身,1.75,N,N,稳重、阳光,本科,4,N,N,N,私企,N,有房,N,N,备有婚房,N,女性,N,N,N,上海户口,N,未婚,N,清秀,性格开朗、温柔,N,N,N,N,N,N,N,有眼缘就可以。属龙属羊不要,属龙羊不要,N
100,男性,1973,N,有上海户口,N,离异,1.7,N,N,N,本科,4,N,N,N,私企,120000,有房,N,N,短婚未育,N,女性,N,1974,1974年前出生,上海户口,N,N,1.58,N,N,N,中专,1,稳定工作,N,N,N,属马，属牛,属马属牛,N
101,男性,1973,上海,有上海户口,上海,离异,1.7,N,N,N,本科,4,N,N,N,私营企业,1000000,有房,N,N,N,N,女性,N,1974,1974年前出生,上海户口,N,N,1.58,N,N,N,中专,1,稳定工作,N,N,N,属相马、牛,属相马牛,N
102,男性,1988,上海,有上海户口,N,N,1.76,N,N,N,N,N,N,N,N,汽车配件厂,N,有房,父母上海退休,N,N,N,女性,1989,1990,1989年到1990年间出生,上海户口,N,N,N,N,N,N,N,N,N,N,N,双亲家庭,身体健康。会顾家、会过日子,双亲家庭,N
103,女性,1988,N,N,N,N,1.68,N,N,N,本科,4,N,N,N,公务员,120000,N,父母已退休，已购房回沪定居,N,独生女,N,男性,1983,1988,1983年到1988年间出生,N,N,N,1.75,N,身心健康，阳光,无不良嗜好,本科,4,工作稳定,N,N,双亲健在,N,双亲健在,N
104,男性,1984,重庆,没有上海户口,N,N,1.7,N,N,N,研究生,5,重点大学毕业,N,N,私企研发软件工程师,N,N,父母退休,N,独子,N,女性,1987,N,1987年后出生,N,N,N,1.6,N,N,N,本科,4,N,N,N,N,家族无遗传病史。谈的来,谈的来,N
105,男性,1981,N,有上海户口,N,离异,1.68,N,英俊潇洒,有才华、善良、大度、成熟稳重有担当,研究生,5,N,N,N,证券基金经理,N,N,N,N,短婚未育，身体健康。身体健康无疾病，英俊潇洒有才华，善良大度无不良，成熟稳重有担当,【有诗一首】,女性,1983,N,1983年后出生,N,N,N,1.6,五官端正、身材匀称,有上进心、优秀,N,本科,4,N,N,N,N,体重100左右,体重一百,N
106,女性,1983,N,N,N,单身,1.64,N,清秀,文静、专一、善解人意,本科,4,N,N,N,外企,N,N,N,N,N,专一,男性,1985,1992,1985年到1992年间出生,N,N,未婚,1.65,甜美清秀,阳光、开朗、善良,N,N,N,N,N,N,N,有眼缘,甜美清秀,N
107,女性,1977,上海,有上海户口,N,单身,1.71,N,N,N,本科,4,重点大学毕业,N,N,软件开发工程师,180000,有房,父母都是高工,N,备有婚房。家境较好。独女,N,男性,1967,N,1967年后出生,N,N,N,1.73,N,品行良好、有责任心、通情达理,N,本科,4,N,N,N,N,条件相近，身体健康,通情达理,Y
108,女性,1990,N,有上海户口,N,单身,1.68,N,形象好、气质佳,N,研究生,5,重点大学毕业,Y,会计,会计事务所咨询顾问,200000,N,父亲国家公务员，母亲高级教师已退休,爱好音乐、游泳、阅读,N,N,男性,1986,1990,1986年到1990年间出生,N,N,未婚,1.75,N,有责任心、有担当,N,研究生,5,在咨询、投行、IT等外企工作，工作稳定,N,N,N,身体健康。最好有留学经历。,外企工作,N
109,女性,1990,N,有上海户口,N,N,1.6,N,N,N,本科,4,N,N,药剂,律师事务所文员,108000,N,N,N,N,药剂专业,男性,1984,1990,1984年到1990年间出生,N,N,N,N,N,为人本分、人品好,N,大专,3,N,N,要有婚房,N,N,为人本分,N
110,女性,1988,N,N,上海,单身,1.65,N,身材苗条,文雅大方,研究生,5,N,N,N,大型金融公司,200000,N,N,N,N,N,男性,1982,N,1982年后出生,N,上海,未婚,1.75,N,为人正派,N,N,N,N,N,N,N,N,为人正派,N
111,男性,1949,N,有上海户口,N,离异,N,N,N,顾家、有事业心、忠心,N,N,N,N,N,N,N,N,N,无不良嗜好,身体好。已经退休。无子女,忠心,女性,N,N,N,N,N,N,N,N,对人和气、顾家、卫生习惯良好、精神好,N,N,N,N,N,N,N,N,卫生习惯好,N
112,女性,1988,N,N,N,N,1.61,55,N,N,本科,4,N,N,N,出版社编辑,72000,N,N,N,N,N,男性,1980,N,1980年后出生,上海户口,N,未婚,1.7,N,N,N,大专,3,N,72000,要有婚房,N,最好上海人，异地优秀也可以。要求未育,未育,N
113,男性,1966,上海,有上海户口,N,单身,1.7,N,N,N,大专,3,N,N,N,国企,200000,有房,家优,N,有房多套，无贷款,N,女性,1974,1977,1974年到1977年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,未育，户籍收入不限,未育,N
114,女性,1971,N,N,N,N,1.6,N,N,N,大专,3,N,N,N,N,N,N,N,N,在上海打工,上海打工,男性,N,N,N,上海户口,N,N,N,N,稳重感情,无不良嗜好,N,N,N,N,N,N,N,稳重感情,N
115,女性,1978,上海,有上海户口,上海,单身,1.64,N,相貌秀丽、绝显年轻,朴实传统、德才兼备,本科,4,N,N,N,汽车企业质量管理,N,N,知识家庭,N,中共党员，车房无贷，条件优越,绝显年轻,男性,1970,N,1970年后出生,N,N,未婚,1.7,N,责任心强、德才兼备,不嗜烟酒、无不良嗜好,N,N,N,N,有婚房,N,N,无不良嗜好,N
116,男性,1959,N,N,N,离异,1.78,N,N,N,N,N,N,N,N,供电所,N,有房,N,N,备有婚房。有一女儿，但不来往,N,女性,N,N,N,N,N,N,N,外貌佳,N,N,N,N,N,N,N,N,最好无孩，有女儿也行,无孩或女孩,N
117,男性,1974,江西,有上海户口,N,单身,1.72,N,N,N,博士,6,N,N,N,三甲医院主治医师,N,有房,N,爱好文学、书法、绘画、纂刻及体育运动,备有婚房，身体健康,爱好纂刻,女性,1980,N,1980年后出生,N,N,未婚,1.63,N,N,N,本科,4,教师、医生、公务员、事业单位这优先,N,N,N,无同居史,无同居史,N
118,男性,1983,N,N,N,N,1.85,N,N,N,研究生,5,重点大学毕业,N,通信工程,会展中心工程师,160000,有房,父母企业干部，已退休,N,附近城市有百平新商品房,N,女性,1985,N,1985年后出生,N,N,N,1.65,N,人品好、性格开朗、善良孝顺、传统本分,N,本科,4,N,N,N,N,没有同居史,无同居史,N
119,男性,1976,江西,N,N,单身,1.7,N,N,心地善良、有点进取心、责任心与爱心,研究生,5,N,N,N,投资公司,N,N,N,爱好旅游、篮球、电影等,N,有点进取心,女性,1980,N,1980年后出生,上海户口,N,未婚,1.58,N,人品好、身心健康、通情达理,N,本科,4,N,N,N,N,无同居史,无同居史,N
120,男性,1976,上海,有上海户口,N,离异,1.7,N,N,N,本科,4,重点大学毕业,N,N,机关公务员,N,有房,N,烟酒不沾，无不良习惯,备有婚房，有高级审计师，注册会计师资格,N,女性,N,N,N,N,N,N,1.6,N,本分善良，能够居家过日子,N,N,N,N,N,N,N,无小孩,无小孩,N
121,男性,1986,N,有上海户口,N,N,1.8,70,五官端正、身材匀称,诚信善良、宽厚阳光、有上进心,研究生,5,重点大学毕业,Y,N,500强外企,300000,有房,父亲北方人，大型国企退休；母亲南方人，教师退休；父母在上海有房，并长期居住上海,喜欢运动，有音乐秉赋，无不良嗜好,掌握三门外语。备有婚房,音乐秉赋,女性,1988,N,1988年后出生,N,N,N,1.63,N,端庄大方，知书达理，有爱心、有修养,N,本科,4,N,N,N,N,父母双全，家境、家教良好，身体健康，无家族遗传病史,无遗传病史,N
122,男性,1984,重庆,N,N,N,1.7,N,N,N,研究生,5,重点大学毕业,N,N,软件工程师,N,N,父母退休,N,独生子,N,女性,1987,N,1987年后出生,N,N,N,1.6,N,N,N,本科,4,N,N,N,N,无遗传病史,无遗传病史,N
123,女性,1959,N,N,N,离异,1.78,N,气质好,性格开朗、有责任心,N,N,N,N,N,国企,120000,有房,有一儿子另住，已工作,N,备有婚房,N,男性,1964,1974,1964年到1974年间出生,N,N,N,N,相貌姣好,贤惠,N,N,N,N,N,N,N,会持家,贤惠,N
124,女性,1982,N,N,N,N,1.67,N,N,N,大专,3,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,人为本、现实、顺其自然,现实,N
125,女性,1983,N,N,N,单身,1.65,N,长相清秀,文静,大专,3,N,N,金融,N,120000,N,N,N,N,N,男性,1985,1989,1985年到1989年间出生,N,N,未婚,1.74,相貌尚可,品行佳,N,大专,3,工作稳定,N,N,N,N,相貌尚可,N
126,女性,1968,上海,N,N,离异,1.62,N,相貌秀外慧中,性格开朗、善良真诚,N,N,N,N,N,N,N,N,N,无不良嗜好,一切基本的稳定,一切稳定,男性,1958,1978,1958年到1978年间出生,N,N,N,N,N,N,N,N,N,N,N,N,N,愿寻觅心处相同的心性，条件稳定，健康，心怀有志有善与原则之士,心处相同,N
127,男性,1976,N,N,N,离异,1.7,N,形象尚可,N,本科,4,N,N,N,N,200000,N,N,N,一女六岁半,N,女性,1983,N,1983年后出生,N,N,离异,N,形象尚可,N,N,N,N,N,N,N,N,身心健康,形象尚可,N
128,女性,1979,N,有上海户口,N,单身,1.6,N,N,N,本科,4,N,N,通信专业,外企软件开发,N,有房,N,N,有独立婚房,N,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,N,N,N,N,性格合适,性格合适,N
129,女性,1985,N,N,上海,单身,N,N,品貌端丽,N,N,N,N,N,N,金融财务,180000,有房,N,N,市中心有独立婚房,N,男性,1978,1985,1978年到1985年间出生,N,N,未婚,1.7,N,性格随和，有责任心、上进心,N,本科,4,工作稳定,N,N,N,N,性格随和,N
130,男性,1973,上海,有上海户口,上海,离异,1.76,N,N,N,研究生,5,重点大学毕业,N,N,民营企业法务,120000,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,善良顾家,N,N,N,工作稳定,N,N,N,学历身高不限；婚姻也不限,学历不限,N
131,女性,1987,浙江,N,N,N,1.68,N,N,N,研究生,5,重点大学毕业,N,N,金融风控,N,N,父母有公职,N,有购房能力,N,男性,N,N,N,N,N,未婚,N,N,有事业心,N,研究生,5,N,N,N,N,相仿学校毕业。从事资本运作领域,学校相仿,N
132,女性,1985,N,有上海户口,N,单身,1.63,N,N,N,研究生,5,重点大学毕业,N,N,外企经理,N,有房,父母退休,N,英语专八。收入理想。备有婚房,收入理想,男性,N,N,N,N,N,未婚,1.72,N,阳光暖男,N,N,N,工作稳定,N,N,N,条件相当。无婚史。有经济基础,阳光暖男,Y
133,女性,1985,N,N,N,N,1.62,N,N,N,本科,4,重点大学毕业,Y,N,公务员,N,N,N,N,N,N,男性,N,N,N,N,N,N,1.8,帅,N,N,N,N,N,N,N,N,N,要帅,N
134,女性,1989,N,N,N,单身,1.65,N,长相清秀,文静,大专,3,N,N,N,金融,120000,N,N,N,N,N,男性,1985,1989,1985年到1989年间出生,N,N,未婚,1.74,相貌尚可,品貌佳,N,大专,3,稳定,N,N,N,有眼缘,要有眼缘,N
135,男性,1983,N,N,N,N,1.7,N,N,N,研究生,5,重点大学毕业,N,建筑学,建筑师,1000000,有房,N,N,内环有房,N,女性,1985,1988,1985年到1988年间出生,N,N,N,1.58,N,N,N,本科,4,N,N,N,N,一本本科以上优先,一本本科,N
136,男性,1969,上海,N,N,离异,1.72,N,貌俊,正直风趣,研究生,5,N,N,N,做投资,N,N,有一姐在美国,爱好运动、旅游、音乐,有才、家境好、素质好，曾经海军，自营工程和投资高档社区商品房,N,女性,1977,N,1977年后出生,N,N,N,1.6,年轻清秀,性格亲善、有内涵文化,N,N,N,N,N,N,N,身心健康、希望能生育，能一起持家,一起持家,N
137,女性,1985,N,N,N,单身,1.69,N,N,N,本科,4,N,N,N,高中英语教师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,以人为本,以人为本,N
138,女性,1979,N,N,美国,N,1.73,N,美丽,大方,研究生,5,重点大学毕业,Y,计算机科学,软件工程师,N,N,N,N,美国公民,N,男性,N,N,N,N,N,N,1.73,相貌中上,品行端正、性格温和、善良大方,N,本科,4,N,N,N,N,相近，英文流畅，身高相仿,英文流畅,N
139,男性,1961,上海,有上海户口,N,离异,N,N,N,阳光、大气、责任心,大专,3,N,N,N,自由职业,500000,有房,N,N,备有婚房。有一女无来往,N,女性,1970,N,1970年后出生,N,N,N,N,气质好、有眼缘,性格和善,N,N,N,N,N,N,N,优秀。户籍不限,优秀,N
140,女性,1980,浙江,有上海户口,N,单身,1.66,N,雪白皮肤，年轻，非常漂亮像88年后女孩,N,本科,4,N,N,N,事业单位,150000,有房,N,N,有四套房车,像88后,男性,N,N,N,上海户口,N,N,N,N,人品好,N,N,N,N,N,N,N,上海户籍或优秀外地人,优秀外地人,N
141,女性,1995,N,N,N,N,1.72,N,漂亮,聪慧,本科,4,重点大学毕业,N,N,N,N,有房,N,N,双学位,双学位,男性,N,N,N,N,N,N,N,N,优质,N,N,N,N,N,N,N,N,优质,N
142,女性,1987,上海,没有上海户口,加拿大温哥华,单身,1.67,N,美丽、端正、甜美、清秀,心地善良、性格开朗,本科,4,N,Y,N,银行,N,有房,N,N,备有婚房,N,男性,1982,1993,1982年到1993年间出生,N,N,N,1.75,N,人品好、性格佳、有爱心,N,N,N,N,N,N,N,在加拿大温哥华或者美国西雅图,有爱心,N
143,女性,1983,N,N,N,N,1.65,N,N,性格开朗、大方,研究生,5,N,N,N,中医主治医师,N,N,N,N,N,N,男性,1980,1986,年龄相仿,N,N,N,1.72,N,性格开朗、有事业心、包容心、阳光,N,研究生,5,工作稳定,120000,要有婚房,N,N,有包容心,N
144,男性,1945,上海,N,N,离异,1.68,N,体健貌端,N,N,N,N,N,N,N,74400,有房,N,无不良嗜好,备有婚房。退休。无经济负担。独居宝山,无经济负担,女性,1949,N,1949年后出生,N,N,N,N,N,心态现实、诚实本分,N,N,N,N,N,N,N,身体健康。有城镇级医保待遇,有城镇医保,N
145,女性,1980,N,有上海户口,新加坡,单身,1.65,N,N,性格温柔、善良、贤惠、朴实、文静,博士,6,重点大学毕业,Y,工程,芯片设计,N,有房,父母已退休,N,有住房，收入丰厚,N,男性,N,N,N,N,新加坡,N,N,N,有道德、品质好、有担当、对家庭负责,N,本科,4,N,N,N,N,身体健康,有道德,N
146,女性,1987,N,N,N,N,1.64,N,N,N,研究生,5,N,N,N,互联网公司,N,有房,N,N,北京有房，上海有车,北京有房,男性,N,N,N,N,N,N,1.73,帅气,有上进心、责任心、阳光,N,本科,4,N,N,N,N,条件相当。有房最佳，也可共同买房,有房最佳,Y
147,女性,1984,浙江,N,N,单身,1.62,N,N,纯洁、传统、有上进心,研究生,5,重点大学毕业,N,N,公务员,N,有房,父母退休,N,备有婚房,N,男性,1979,1983,1979年到1983年间出生,N,N,未婚,1.7,N,N,N,本科,4,N,N,N,N,有购房能力,有购房能力,N
148,男性,1979,N,N,N,单身,1.73,N,N,淳朴、忠厚,本科,4,N,N,N,N,100000,有房,N,N,备有婚房,N,女性,1981,N,1981年后出生,N,N,N,1.57,N,N,N,大专,3,有工作,N,N,N,未婚或短婚未育，有结婚愿望,有结婚意愿,N
149,女性,1972,湖南长沙,N,N,离异,1.61,N,貌端,N,N,N,N,N,N,N,N,N,有一女已成家,N,N,N,男性,1962,N,1962年后出生,上海户口,N,N,N,N,老实、有良心,N,N,N,N,N,有婚房,N,条件佳,有良心,N
150,女性,1989,上海,有上海户口,N,单身,1.73,60,长相尚佳,孝顺、热爱工作,研究生,5,重点大学毕业,Y,N,汽车公司,180000,N,父亲上海公务员在职，母亲财务工作退休,爱好文学、跳舞、音乐、旅游,办理美国EB5投资移民，已进入排期,正办理移民,男性,1986,1992,1986年到1992年间出生,上海户口,美国,未婚,1.8,N,阳光，积极上进，孝顺父母,无不良嗜好,N,N,稳定工作,N,有婚房,N,学历相仿。有留美背景。愿意若干年后移民美国,有留美背景,N
151,女性,1995,N,N,美国,单身,1.67,N,貌佳甜美清秀,文静善良,研究生,5,重点大学毕业,Y,N,N,N,N,N,N,家境好,N,男性,1990,1998,1990年到2000年间出生,美国/加拿大,N,N,N,N,阳光,N,N,N,N,N,N,N,江浙沪优秀男孩，有绿卡最佳,有绿卡最佳,N
152,女性,1985,N,N,N,N,1.68,N,N,N,本科,4,N,N,N,教师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,有男人样,有男人样,N
153,女性,1983,浙江温州,有上海户口,N,N,1.7,N,肤白、身材好气质佳,温婉,本科,4,N,N,N,护肤品公司网络营销,N,有房,N,N,市中心有多套房，家境较优,市中心有房,男性,N,N,N,N,N,N,N,N,有素养、有品位、有责任心、体贴大方、条件相仿，,N,N,N,N,N,N,N,阳光型,有品位,N
154,女性,1970,上海,N,N,离异,1.72,N,N,N,本科,4,N,N,N,N,42000,有房,N,N,备有婚房。退休。无孩,N,男性,1965,1970,1965年到1970年间出生,上海户口,N,N,1.75,N,N,N,N,N,N,N,有婚房,N,有收入。婚姻不限，有小孩也考虑,有小孩也可,N
155,男性,1966,N,N,N,N,1.75,N,N,N,N,N,N,N,N,乐器老师,120000,N,N,N,N,N,女性,N,N,N,上海户口,N,N,N,N,N,N,N,N,N,N,N,N,有社保。无孩。摩羯座、处女座、巨蟹座、双鱼座、金牛座都行,有星座要求,N
156,男性,1989,江苏南京,N,加拿大多伦多,单身,1.74,N,N,阳光、有担当、有责任心、稳重,研究生,5,重点大学毕业,Y,计算机,从事网络安全,N,有房,父母原大学老师，现从事经商与投资工作,N,家境好。备有婚房,N,女性,1990,N,1990年后出生,N,加拿大多伦多,N,N,清秀,善良、温柔、品貌端正,N,N,N,N,N,N,N,有学历,有学历,N
157,女性,1992,上海,有上海户口,上海,单身,1.68,N,貌佳甜美,随和善良、体贴大方,本科,4,N,N,N,外贸,N,有房,N,N,独生女。家境好。备有婚房,N,男性,1987,1992,1987年到1992年间出生,N,N,N,1.75,N,有担当、有责任心、阳光,N,本科,4,N,N,要有婚房,N,有缘相适,有缘相适,N
158,女性,1973,N,没有上海户口,上海,单身,1.63,N,N,活泼、待人友善,大专,3,N,N,服装设计,服装公司,N,有房,N,爱好旅游、运动、美食、音乐、逛街,备有婚房。会日语,会日语,男性,N,N,N,N,N,N,1.7,N,有主见、会照顾人、幽默,不抽烟，不喝酒，不赌博,大专,3,有稳定工作,N,要有婚房,N,N,有主见,N
159,女性,1990,江苏扬州,没有上海户口,上海,N,1.62,N,N,N,研究生,5,重点大学毕业,Y,N,上海某外企,N,N,父在职教师，母退休,N,准备落户,准备落户,男性,1980,N,1980年后出生,N,N,N,1.72,N,N,N,本科,4,N,N,N,N,条件大致相当。原籍扬州者更佳,原籍扬州,Y
160,女性,1983,上海,有上海户口,西班牙,单身,1.61,N,端庄、美丽清秀,N,本科,4,N,Y,N,金融,N,N,N,N,N,N,男性,1980,1986,1980年到1986年间出生,上海户口,N,N,1.72,N,阳光、有担当、稳重,N,N,N,N,N,N,N,愿去西班牙,愿去西班牙,N
